relevant,type,sentence
0,0,"68. in 1959, they acquired the title to the gray house which was bequeathed to the chapter by genevieve jackson beckwith and maintained it until this year when the town of monson deeded the old town hall building to them for the museum."
0,0,"other *past and present organizations ""gerryarelief corp."
0,0,no.
0,0,"38 american sunshine club j. e. club *sons of veterans *mens club womans club *woodmans lodge *loon club w ct u history of monson, maine 65 *monson doric lodge no."
0,0,149 *onaway lodge no.
0,0,106 i.0.0.f.
0,0,*north star rebekah no.
0,0,38 *euclid chapter no.
0,0,58 o.e.s.
0,0,finnish farmers club *g.a.r.
0,0,gerry post no.
0,0,5 *p. of h. juanita grange *farm bureau (both men and women) formed in 1919 youth groups boy scouts girl scouts youth recreation club troop no.
0,0,119 4-h club (started about 1927) monson citizens dedicate honor roll \ (taken from the piscataquis observer dated aug.
0,0,"3, 1944 written by earle jackson) sunday, july 30th, 1944, will go down among the outstanding days in the history of the town of monson."
0,0,"the occasions was the unveiling, presentation and accept ance of the honor roll erected to honor those in the armed forces in world war i and world war ii from this town."
0,0,"the site of the honor roll is on the vacant lot owned by doric lodge, f."
0,0,"& a. m. between masonic hall and the p0stoffice.early in the day a group of townspeople took it upon themselves to give main street, through the business section a good cleaning."
0,0,"this done, main street looked spic and span."
0,0,"the residence of w. harry hughes being directly across the street and opposite the honor roll, made a ne place to carry out the prepared program."
0,0,"the veran da at the hughes residence was prettily decorated with 66 history of monson, maine baskets of owers and served as a platform for those taking part in the ceremonies."
0,0,a loudspeaker system was installed so all could hear throughout the business section.
0,0,"long before the hour set for the dedication exer cises, two oclock, p. m., people began to gather and autos took available parking space."
0,0,arthur l. bray very efficiently presided.
0,0,monson band was assembled on the spacious lawn in front of the hughes home.
0,0,"very soon after 2 oclock, mr."
0,0,"bray announced the opening of the program, a selection by the band."
0,0,prayer was offered by rev.
0,0,"joseph griffiths, pastor of the methodist church in guilford."
0,0,"the honor roll was un veiled and god bless america sung by the all male chorus - fred m. hescock, paul a. jackson, guy 0. hammond, george p. pullen, w. w. pullen, robert i. roberts of dover-foxcroft, and audience."
0,0,mr.
0,0,"bray next read the names on the honor roll and as the gold star names were read, ve in number, three in world war i and two in world war ii, beautiful bas kets of owers were placed in front of the honor roll by ve girls - lucinda forbus, janet bjork, carolyn desano, evelyn simmons and doris nelson in memory of the boys who have made the supreme sacrice."
0,0,this was followed by the playing of the star spangled banner by the band.
0,0,mr.
0,0,"bray introduced the guest speaker of the after noon, captain brower l. pernet of the air force, dow field, bangor, maine."
0,0,captain pernet expressed his great pleasure at being prsent at this occasion and comp limented the people of monson for their deep interest in erecting such a beautiful honor roll.
0,0,"after another selection by the band, chief dennis c. weeks of the monson fire department, sponsors of the honor roll, presented it to the town and it was accepted by lyle c. towne, chairman of the board of selectmen of the town of monson."
0,0,the band played several more selections and rev.
0,0,griffiths pronounced the benediction.
0,0,"history of monson, maine 67 the honor roll the plot of ground where the honor roll stands had been previously leveled and seeded and is now covered with green grass."
0,0,iron posts set in cement support the tablet which is seven feet wide and eight feet high.
0,0,"the frame is of wood painted white, on either side a raised victory v adorns the top with u. s. a. perpendicularly arranged below and the letters also raised, these emblems being painted in gold color."
0,0,"the panels enclosed in the frame are of slate, the top bears the inscription - monson honor roll on a eld that has been sand-blasted."
0,0,"the main panel is of slate 48 x 60 inches, in the upper section the names of world war i veterans, 58 in number appear and in the lower section those of world war ii, 109 at the present time."
0,0,the names are in bronze and fastened to the slate back ground.
0,0,plate glass covers the entire main panel.
0,0,much credit is due to the members of the monson fire dept.
0,0,for their untiring effort and hours of work to complete this beautiful honor roll.
0,0,"surrender of japan celebrated in monson (taken from the piscataquis observer, aug."
0,0,"23, 1945, written by earle jackson) elaborate programs carried out tues."
0,0,and wed.
0,0,"nights  the citizens of this quiet little town, nestled among the beautiful hills and mountains of piscataquis county, were on the alert tues."
0,0,"evening, august 14th, as they have been for the past 4 or 5 years, for the welcome news all have been longing to hear - the end of the war."
0,0,early evening broadcasts announced that at 7 oclock important news would be given out and it is safe to say that every radio was tuned in to get that announcement.
0,0,"68 history of monson, maine it came as scheduled and the townspeople let loose the joy in their hearts in their own individual ways."
0,0,"the re siren blew for a full 15 minutes, it sounded sweet to the ear, much sweeter than in the dead hours of night for a re."
0,0,automobile horns took up the refrain throughout the town and in the distance the powerful portland-monson slate co.
0,0,whistle echoed back.
0,0,the peal of the church bells added to the noise.
0,0,monson band quickly assembled in front of the town hall and dispensed stirring music until darkness covered their music.
0,0,"an impromptu parade of happy mothers, wives, sisters and sweethearts, as well as many children, grabbing anything they could make a. noise upon, pa raded back and forth on main street and the band played on."
0,0,"at times the whistles, horns and noise of the paraders nearly drowned out the band."
0,0,later during the evening several cannon shots reminded the inhabitants that the war was ended.
0,0,"the american legion opened their hall and free dancing was enjoyed for several hours, music furnished by frank hughes, alvin cowan, orman kron holm and archie johnson."
0,0,"for several days previous, this momentous moment had been anticipated and a group of business men had gathered to quickly formulate a plan for celebrating the glad news, if and when it came."
0,0,"the nal arrangements were left with george p. pullen, president of the local board of trade, and prominent hardware dealer and eugene e. bickford, the local efficient electrician."
0,0,"wednesday, august 15th was monsons big day and the history of the town will record it as a most outstand ing."
0,0,an overcast sky dashed the hopes of early risers but in the early forenoon this burned away and the remain der of the day was most beautiful.
0,0,a church service opened the days program at 8:30 oclock conducted by rev.
0,0,"ruth jackson, pastor of the united church and held in the baptist church which was history of monson, maine 69 lled with people who attended to give thanks for a victorious end to this most terrible war of all time."
0,0,"appropriate hymns were sung, mrs."
0,0,"george p. pullen, organist."
0,0,"scripture reading, mrs."
0,0,jackson.
0,0,the speaker of the service was rev.
0,0,"george flower, pastor of the assembly of god church and his remarks was listened to very attentively."
0,0,a moment of silent prayer was given in memory of those who have made the supreme sacri ce.
0,0,"at 10 oclock a parade of the town was started with george p. pullen leading dressed as uncle sam, next came the monson band followed by oral a. towne post, a. legion including service men and ex-service men of w. w. ii."
0,0,a thrill passed over the throngs of people on the street and in the cars to see sgt.
0,0,"robert l. greenleaf of the air force marching in the ranks, a prisoner of war in germany for 14 months."
0,0,"troop 119, boys scouts, eugene e. bickford, scoutmaster, followed and two col umns of women, many of them dressed in costume, numbering more than 50 together with a lot of children."
0,0,last but not least was d. c. weeks truck bearing an effigy of hirohito.
0,0,the line of march was upper main to center to pleasant to main to tenny to lower main to water and back to the town hall where it disbanded at noon.
0,0,the program for the afternoon was held at the band stand on monson academy grounds.
0,0,hundreds of cars parked upon the grounds and along main street to enjoy this program.
0,0,"the program :- prayer, rev."
0,0,"george flower; salute to the ag, led by troop 119, boy scouts, selection dawn in the forest, monson band; singing america, audi ence and band; selection, faith of our fathers, male quartet, paul a. jackson, fred m. hescock, winifred w. pullen, george p. pullen; address, albert boyer; duet, rev."
0,0,and mrs.
0,0,"george flower; selection, stella 70 history of monson, maine polka, paul jackson, baratone and band; selection, male quartet."
0,0,"at this point in the program all service men and exservicemen were asked to assemble near the band stand and arthur l. bray, in behalf of the citizens of monson welcomed them and assured them monson deeply appreciated the ne work done in this war."
0,0,"chorus singing led by george pullen, mrs."
0,0,"pullen, pianist, was entered into very enthusiastically and greatly en joyed by all."
0,0,this program came to an end with star spangled banner ~ played by band.
0,0,"special mention should be made of the address given by albert boyer, a veteran of w. w. ii and served in the merchant marines in w. w. ii."
0,0,his talk was timely and intensely interesting.
0,0,monson is proud to have as ne a speaker among its citizens.
0,0,"the day ended with street dancing at 7 oclock in front of the bandstand, this section having been roped off and traffic routed via center street and this lasted until late into the night, music being furnished by the same group that played the night before assisted by urho suomi, accordion and philip knight, drums."
0,0,a highlight in this street dance was the presence of mr.
0,0,and mrs.
0,0,"john r. flint, octogenarians, who tripped the light fantastic along with the teenagers."
0,0,the burning of hirohito ended a great day for monson.
0,0,the committee did a ne job of arranging this days program and the committee are very grateful to all who assisted in carrying out the program.
0,0,"much credit is due the monson band for their music and one committee man said a band such as monson possesses, aided greatly in the celebration."
0,0,veday (note: the end of w. w. ii was celebrated quietly in may of 1945.)
0,0,"history of monson, maine 71 monson academy celebrates aug."
0,0,"23, 1947 (taken from piscataquis observer dated aug."
0,0,"28, 1947) written by earle h. jackson the founding of monson academy 100 years ago was ttingly observed saturday by the citizens of the town."
0,0,the parade was formed at sears eld near the for mer monson railroad station.
0,0,"soon after 1 oclock the line was ready to move, headed by state police officer harold gleason; uncle sam in costume (j. record pullen) ; color guard from the american legion; monson band, earle h. jackson, director; trustees float; class."
0,0,"of 1892-1893 (wagon); winter carnival oat; class of 1902, 1905; dramatic club oat; class of 1913, 1917, 1921; amos s. knights car with the oldest male citizen in town, wallace e. howard, 88; class of 1922, 1927; merchants oat; class of 1928, 1932; tenny hill oat; class of 1933, 1937; monson fire department, arthur e. haggstrom, chief; class of 1938, 1943; moosehead woodcrafters oat; class of 1944, 1947; girl scouts on bicycles, school boys on bicycles, doll carriages (decor ated), boys and girls in costume."
0,0,"the oats were all very nice as were the many cars carrying the different classes, the bicycles were decor ated and the doll carriage section, numbering more than 25, was very pretty to view."
0,0,"the tenny hill oat scheme was the little red schoolhouse, teacher, pupils, school bell, dunce and boys playing hockey from school shing."
0,0,"this oat took rst prize; 2nd prize, class of 1892-1893; 3rd prize, class of 1913; 4th prize; merchants oat."
0,0,the parade proceeded up water st.
0,0,"to main, to pleasant, to center st., to main st., going south to tenny st."
0,0,"across to main st., going north to the academy grounds where the parade disbanded."
0,0,"72 history of monson, maine immediately following the parade, the band gave a short concert in the bandstand on the academy grounds."
0,0,"their opening number was a stirring march, pride of maine, composed by heywood s. jones, director of the shrine band, anah temple, bangor."
0,0,"their next numbers were dynamic overture, huff; and garden of dreams serenade, lincoln."
0,0,a public address system had been installed and pres ident stanwood r. pullen of the alumni association called upon dr.
0,0,jesse thomas of new york to offer prayer.
0,0,"earl hutchinson of the state department of ed ucation, augusta, was the speaker of the day and his address was listened to very attentively by the large crowd assembled."
0,0,the academy building was open to visitors and registration of those entering was conducted by members of- the alumni.
0,0,"many photos, diplomas, and graduation dresses of years gone by were on display."
0,0,"from 5:30 to 7:00, supper was served in the masonic banquet rooms by the community church circle and many partook of thisne meal."
0,0,at 8 oclock an entertainment program was pre sented in the masonic hall.
0,0,"the program: address of welcome, mrs."
0,0,"esther pennington; response, lawrence w. rogers, class of 1905, manager of school and library division of the encyclopedia britannica, inc."
0,0,"new york, n. y.; selection, quintet, w. w. pullen, g. p. pullen, ""g."
0,0,"0. hammond, f. m. hescock, p. a. jackson; selection, musical saws, f. m. hescock and frank hughes; piano solo, miss corrine johnson; history of monson academy, mrs."
0,0,"donald macpherson; clog dance, frank hughes; selection, quintet."
0,0,piano accompanists were mrs.
0,0,mabel pullen and miss pearl sargent.
0,0,"dancing followed with music by the four j oes, with nearly 300 in attendance."
0,0,"history of monson, maine 73 special mention should be made of the trustees oat, decorated in red, white and blue and drawn by w. w. pullens span of horses with mr."
0,0,"pullen, president of the trustees, driving."
0,0,it depicted the old m. a. school room with donald macphers0n impersonating prof.
0,0,w. s. knowlton seated at the old desk.
0,0,"pupils, irene kors man, beverly ulman, edward simpson, and arthur nesberg."
0,0,"further mention and description of the 2nd prize award was that of a well decorated surry, the driver was andrew bates of the class of 1893, and seated in the back seat were mrs."
0,0,ethel hescock and mrs.
0,0,"mary davis, class of 1892, looking charming in attire worn in the 90s."
0,0,"a class showing loyal spirit was that of 1902, with all of their living members present and who marched in the parade: bessie jones thombs, eda johnson ander son and lilla lambert smith."
0,0,the class of 1939 had the largest number registered.
0,0,prof.
0,0,"ray jones of baltimore, maryland, came the longest distance to attend."
0,0,the ma sonic hall and dining room were most attractively decorated.
0,0,"much credit is due the very efficient chairman, esther pennington, and her committee for making this a red letter day in the history of monson academy."
0,0,the rst prize of $5 received by the tenny hill group for their oat was given by them to the community hall fund.
0,0,"(note: the two pictures printed were the red school house [tenny hill], and the trustee's oat.)"
0,0,on the little red school house oat were mrs.
0,0,"maila korsman, mrs."
0,0,"gertrude donahue, mr."
0,0,& mrs.
0,0,"jorma ranta, mrs."
0,0,"lona suomi, mrs."
0,0,"sadie lewis; and the following children: rena korsman, eleana ranta, kenneth donahue, sonny conley, jerry and janet daigle, barbara, peter, robin and peggy weymouth."
0,0,"74 history of monson, maine old home sunday sunday, aug."
0,0,"24, 1947, will be observed as old home sunday and it seems tting that rev."
0,0,"jesse thomas of new rochelle, n. y., will be the speaker as he is the son-in-law of the late dr."
0,0,shailer mathews who for many years delivered the sermons on old home sunday.
0,0,"following the church service those who desire to do so may take their lunches to the pullen farm for a picnic, weather permitting."
0,0,brays bus will run.
0,0,plan to make august 23 and 24th a red letter day for you and your family.
0,0,soft ball game at 10 :30 a. m. and 3 :00 p. in.
0,0,between a town team and alumni team.
0,0,$1.00 prize for best decorated doll carriage.
0,0,$5.00 prize for best oat in parade.
0,0,"general committee: chairman, esther pennington."
0,0,"eloise stevens, oswald poole, dana williams, arthur day, roy davis, and amos knight."
0,0,program committee: mrs.
0,0,"dorothy thomas, mrs."
0,0,madeline pullen and mrs.
0,0,jeanette hall.
0,0,decorating committee: mrs.
0,0,"erma johnson, mrs."
0,0,helen johnson and mrs.
0,0,lurene houston.
0,0,sports in charge of oswald poole.
0,0,"history of monson, maine 75 new municipal building - built in 1969 monson volunteer fire dept."
0,0,"(photo taken by stan stromback in july 1971) 76 history of monson, maine main street - before the fire of january 12, 1897 main street after the re of jan."
0,0,"12th, 1897."
0,0,"(note: lake hebron hotel in background) history of monson, maine 77 l.r.:j."
0,0,"davison, spragues law office and meeting room (rat hole), jesse rogers, mills & sprague - before 1911 re."
0,0,main street.
0,0,l.r.
0,0,":mills & sprague, a. f. jackson, masonic hall."
0,0,before 1911 re.
0,0,(jacksons store now present site of veterans honor roll.)
0,0,"78 history of monson, maine main street - l.-r."
0,0,": a. bray store, post office, r. hescocks drug store, lars sellberg and a. s. garland house, before 1910 re."
0,0,(note: brays store wasnt burned.)
0,0,main street.
0,0,r.-l.
0,0,": j, f. spragues house, r. hescock, a. bray, masonic block, etc."
0,0,before 1910.
0,0,(note: left on photo a.
0,0,daines hardware store 2nd story: telephone office.)
0,0,"history of monson, maine 79 genevieve jackson beckwith."
0,0,organizer of the tisbury manor chapter d. a. r. dedication of moosehorns by d.a.r.
0,0,on oct.
0,0,"29, 1961."
0,0,"80 history of monson, maine vjday parade - aug."
0,0,"15, 1945 vj day parade c. b. bickford, g. pullen, and a. h. french knights store window w."
0,0,"w. ii soldiers pictures history of monson, maine 81 monson honor roll monson bandstand main street monson academy monson academy 100th anniversary parade 100th anniversary parade carnival ball king & queen little red schoolhouse tenney hill float 82 history of monson, maine band leader - walter c. jackson monson band (early picture) history of monson, maine 83 1909 basketball state champions."
0,0,(note: players names listed in write up.)
0,0,"84 history of monson, maine 1932 basketball state champions (note: players names listed in writeup.)"
0,0,1968 basketball state champions (note: players names listed in writeup.)
0,0,"history of monson, maine 85 history or the monson band (taken from the history written for the 25th anniversary of the band) the monson cornet band was organized september 15, 1887, largely through the efforts of john s. green lief, e. t. hescock, and walter c. jackson."
0,0,mr.
0,0,greenlief was at that time leader of dyers band of foxcroft.
0,0,mr.
0,0,"hescock had been a member of the abbot band, and w. c. jackson had played in orchestra for about two years."
0,0,"those present were h. e. morrill, g. h. wilkins, e. t. hescock, george jule, samuel sanborn, e. h. wheeler, f. m. hescock, w. m. knight, john hall, e. m. pullen, and w. c. jackson."
0,0,"the following officers were elected: g. h. wilkins, business manager; w. c. jackson, leader; h. e. morrill, assistant leader; e. t. hescock, secretary and treasurer, and a committee was ""chosen to draw up a code of bylaws.john c. greenlief was engaged as teacher."
0,0,"the first lesson was given in one of the office rooms of the old masonic buildiiig.the following were present: george jule, samuel sanborn, vv."
0,0,"c. jackson, e. h. wheeler, f. m. hescock, w. m. knight, john hall, e. t. hescock, g. h. wilkins, h. e. morrill, e. m. pullen, lewis hall, william pennington and roy hescock."
0,0,"the instruments were picked up in different places, several being purchased from parties in milo where a band had just disbanded."
0,0,"the band received one lesson each week from their teacher, and rehearsed one evening under the direction of the leader."
0,0,"this was continued during the winter and such good progress was made that on feb ruary 22, a concert was given with the assistance of local singers and players, at which a good sum was realized."
0,0,"the lessons were continued until the last week of march, when mr."
0,0,greenlief decided to go vvest.
0,0,"86 history of monson, maine the m. c. band made its rst appearance on parade, may 30, 1888, when they furnished music for the mem orial day exercises at monson."
0,0,"on june 18, 1888, the ladies of monson gave a benet from which some $42.00 was obtained."
0,0,"the first engagement out of town was august 17, 1888, when they played for a rally at green ville."
0,0,during the campaign the band played in several different towns in the county and on sept.
0,0,"1st, with two other bands, played for a county mass meeting at dover, at which the late hon."
0,0,james g. blaine was one of the speakers.
0,0,"november 13, 1888, prof."
0,0,"h. r. true was engaged as instructor, and he gave them fourteen lessons in all, and under his able instruction the band was much im proved."
0,0,at this time the band was meeting in the g.a.r.
0,0,"hall, but on the night of december 28, 1888, this build ing, with two others, was entirely destroyed by fire."
0,0,"the band lost a comet, two drums, and several music books, and until the hall was rebuilt, they held their rehearsals in the schoolroom in the academy."
0,0,"on may 15, 1889, they purchased their rst uni forms from henderson & co., philadelphia."
0,0,"they were navy blue trimmed with gilt braid, and they made their rst appearance on may 30, 1889. on july 4, 1889, the band got up a celebration, furnishing music, and in the evening having a drama at tarrs hall."
0,0,"on april 22, 1890, the band gave a concert in which they were assisted by the late miss mammie bush of foxcroft, whose whistling solos were a feature."
0,0,"on july 4, 1892, the band furnished music at the opening of the milo driving park, and as the bass section was a little light at this time, the late h. g. pratt of foxcroft was hired for this job, and he aided much in making it a success."
0,0,"up to this time,the band had been purely a brass band, but now clarinets were added, which was a great history of monson, maine 87 help to the organization both as regards to tone and effic iency, as they were now able to take up music, before they were prevented from touching for lack of a reed section."
0,0,"about this time the word cornet was dropped from the name, and the organization has since been known as the monson band."
0,0,"in november, 1892, arrangements were made with prof."
0,0,"w. s. ripley of boston, to come and give the band lessons for a week, and he gave the rst lesson on nov."
0,0,7th.
0,0,"every member was present each night, and such good work was done that on the next monday evening a concert was given under the direction of prof."
0,0,"ripley from which enough was realized to pay for the lessons, and the band was much benefited by this work."
0,0,"on june 28, 1893, the band accompanied gerry post g.a.r."
0,0,"to abbot, the occasion being the dedication of the soldiers monument."
0,0,on oct.
0,0,"21st, they accompanied the same ..organization to foxcroft for the purpose of dedicating a soldiers monument at that place."
0,0,"on june 13, 1903, a set of new uniforms were purchased from the cincinnati regalia co., cincinnati, ohio."
0,0,"these were dark blue, trimmed with black mohair braid."
0,0,"july 15, 1904, the band accompanied onaway lodge to guilford on the occasion of the dedication of the odd fellows hall."
0,0,"in all these years there have been but a few players who have come in from other places, and all additions had to be made from new material, started at the beginn ing, and worked up."
0,0,"the spring of 1905, brought a player of unusual ability."
0,0,"knut felix ohman, who was finnish, and a baratone player equal to any in new england."
0,0,"having played for many years in the old country, his work on this beautiful instrument was a marvel to all."
0,0,"with his help the band was able to handle a much higher grade of music, and they soon became known as a concert band of much ability."
0,0,mr.
0,0,ohman remained with the band about a year and a half.
0,0,"the band attended the grand 88 history of monson, maine carnival at dover, aug."
0,0,"22, 1908, at which there were ten bands present."
0,0,one of the features was the render ing of several numbers by a consolidated band of 209 players.
0,0,on sept.
0,0,"9, 1910, the band attended the band carni val at penobscot park where nine bands were present."
0,0,"may 9, 1911, a new set of uniforms were bought."
0,0,"these were the regulation a. f. and m. uniform, and up to date in every particular."
0,0,"may 12, 1911, the band gave its concert and dance, with a good program, and the full band furnished the music for dancing."
0,0,"october 1, 1912, in company with three other bands, they furnished music for the centennial parade and celebration of the town of foxcroft."
0,0,"the band played at every decoration day at monson since it was organized, and for several years for the memorial services of frater nal orders in june."
0,0,"there were many changes in the membership of the band over all the years, and in 1912, the director was the only one of the original members that remained."
0,0,"at the close of the season of 1912, the following made up the band!"
0,0,"earle h. jackson, frank wentworth, levi flint, arthur fogg, j. h. gilbert, w. c. jackson, g. l. brown, harold campbell, j. r. flint, l. a. thomas, fred stancheld, austin brown, frank hughes, carroll l. jackson, fred w. elliott, w. w. pullen, e. w. farrar, a. l. farrar, h. w. wing, malcolm dane with w. c. jackson as director."
0,0,the band was under the direction of walter c. jackson for 34 years.
0,0,"w. c. jacksons father taught him to read music, and as there was no one nearer than dover to instruct him, he taught himself."
0,0,"he was chosen leader because he could play a little, and the others could not, as he quaintly expressed it."
0,0,"each winter he taught between 10-20 pupils, each on different instruments."
0,0,"history of monson, maine 89 afterthe deathof jacksonin januaryof 1922, the following directed the band: carroll jackson, frank m. larson, paul nelson, paul jackson, and earle h. jackson."
0,0,"from 1920 until its disbandment, the following are those members who participated in the monson band: (note: dates of memberships were unavailable and we apologize for those names that have been excluded through lack of information and unavailable records.)"
0,0,"frank larson felix mattson max forbus harvey gilbert evold j orgensen francis marshall earle jackson roland jacobson frank wentworth thayer smith carroll jackson fred stancheld frank hughes bill jacobson austin brown paul nelson anselm swanson oscar nelson milton stancheld frank nelson elmer lindie sam ulman walter steward merton grover arthur bjork byron kallgren harry wing grace nelson nace leroy jacobson junior larson robert zimmerman lawrence hammond ernest farrar kenneth simpson oscar ulman alex stromback arthur farrar fred elliot maurice lebree donald davis thor stromback swen nelson millard lord elwood lord lawrence gilbert horace gilbert pauline gilbert-mattson merle finley edward gilbert harold french therese patsy nelson johnson flag bearers - althea french, carlene b. bickford, marion j. sandy (for the years 1943, 44, 45) in the 1940s, the monson band traveled to guilford and abbot to play and march for their memorial day celebration."
0,0,the last uniforms were bought in the late 1930s.
0,0,"a bandstand was built about 1930 by the l\/ionson band under the direction of frank bray, on the lot which was then owned by fred crane and where lake hebron hotel once stood (the lot which is now between john and 90 history of monson, maine james durhams present homes)."
0,0,"the lumber was do nated by george pullen and other townspeople donated time, labor, and other needed materials."
0,0,arthur l. brown gave the address at the dedication ceremony.
0,0,"on june 21, 1944, it was moved to its present location in front of the academy building."
0,0,band concerts were held every thursday night in the bandstand.
0,0,"around 1950, one of monsons most enjoyable assets was brought to an end."
0,0,many of the instruments were donated to monson academy for use in school activities.
0,0,monson academys state championship basketball teams monson has been the home of some of the nest basketball teams in the state.
0,0,"three monson academy basketball teams proved themselves by winning the state championship titles in 1909, 1932, and 1968. in 1909, the monson academy ve were: elmer bigger, howard sanborn, george pullen, merton gro ver, merton sears, with edward johnson as their coach."
0,0,"in 1932, monson academy was victorious over washington academy with the score 37-26. that year the team was made up of the following line-up: oscar suomi (captain), oswald (cookie) poole, millard eman uelson (ollie), stanford stromback, earl brasier, philip soderquist, george carlson, forrest stevens (mike), george (savve) larson was their coach."
0,0,harold e. car son was principal of monson academy at that time.
0,0,"in 1968, the monson academy slaters once again took the title which was the last ever to represent mon son academy as an entity."
0,0,"the varsity team won over the casco loggers at the exposition building in port land with a score of 64-57. those responsible for the history of monson, maine 91 great showing were roy taylor (captain), cyril (bud) leavitt, richard (dick) woodard (co-captain), greg ory lander, stuart anderson, jeffrey greenleaf, steven bray, edward kronholm, with gary webb as their coach."
0,0,douglas nelson and ronald harris were managers.
0,0,craig anderson and james crockett were on the varsity squad the rst half of the year.
0,0,"march 9, 1968 was the big day for the slaters."
0,0,that night the townspeople gave a victory homecoming reception for the team.
0,0,"the bus was met at the abbot monson town line by a cavalcade of cars, sirens, police, and re engines which escorted them to the gymnasium."
0,0,the main street and school yard were both lined with lighted torches.
0,0,"a small program followed with speeches by principal antonio paradis, coach gary webb, and rev."
0,0,douglas brayton.
0,0,refreshments were served and a social time followed with a musical program by bob and ..charles denbow on the electric organ and the guitar.
0,0,later dancing was enjoyed with the music by the vipers of greenville.
0,0,"on april 11, 1968, the 1968 state championship team was once again feted at the annual basketball banquet sponsored by the alumni association."
0,0,"92 history of monson, maine monson slater town basketball team in 1932, monson also had a victorious professional basketball team."
0,0,"those participating in that were the following: aubrey kronholm, mike bennett, wilbur kronholm, roland johnson, charles douglass-and edwin holmbom."
0,0,this monson slater town team won the pro fessional county basketball championship and also won a championship for professionals in bangor.
0,0,"monson academy track team the first county track meet was held at dover foxcroft on may 19, 1934. although it was the first track meet in the history of the county it proved very successful."
0,0,"monson academy, led by captain eino suomi, won the county championship with a total of 48.75 points while milo high school came through with 46.50 points to win second honors."
0,0,"the letter men were: cap tain eino suomi, robert zimmerman, philip soderquist, clayton jackson, clifton jackson, galen vventworth,and george carlson."
0,0,"history of monson, maine 93 monson pond - elliottsville road homer hill foreground - dore farm background - homer farm 94 history of monson, maine indian point on lake hebron (old photo) lake hebron looking towards russell mountain history of monson, maine 95 r  , and aily rain-in-the-facev last indian family to live on indian point indin pon boat with stack is the molly tomah ii."
0,0,"(old photo) 96 history of monson, maine mrs."
0,0,maude bray mrs.
0,0,addie williams mrs.
0,0,"margaret poole seth w. steward artist history of monson, maine 97 personalities 1972 - monsons oldest senior citizens: mrs."
0,0,"margaret brown poole - was born november 25, 1877, on prince edward island."
0,0,she came to monson at the age of six and attended monsons pub lic schools.
0,0,mrs.
1,2,"poole married carl poole of monson on june 8, 1895. "
1,1,"she is the mother of ve children: margaret poole bishop, monson; hazen, deceased; thomas, green ville; sheldon, miami, florida; and oswald, monson."
0,0,mrs.
0,0,poole has 12 grandchildren.
0,0,she is a former mem ber of the north star rebekah lodge and is a member of the church circle.
0,0,"(she died at browns nursing home on september 17, 1972.)"
0,0,mrs.
0,0,"maude young bray - was born january 31, 1878 in sherman mills, maine."
0,0,she came to monson to attend monson academy.
0,0,she later taught rural school in sherman mills.
0,0,mrs.
1,2,"bray married willie alden bray march 7, 1896. they owned and operated a grocery store in monson for many years."
0,0,mrs.
0,0,bray was active in all civic projects and president of the baptist circle and a past noble grand of north star rebekah lodge.
0,0,she was librarian of monson public library for several years.
0,0,"she did some practical nursing, but was especially intes ested in maternity cases."
0,0,in the beginning she went to the homes of her patients then later took maternity cases in her home and helped deliver 100 babies.
0,0,mrs.
0,0,bray now lives in her own home and is a semi-invalid.
0,0,mrs.
0,0,"addie h. williams - born addie alice hayden, may 7, 1879, in brighton, maine."
1,2,"until her marriage in 1902, to richard williams she had worked in the woolen mills in sangerville, and hotels in monson and kineo."
1,3,"she has two sons, aubrey of guilford, and 98 history of monson, maine dana of monson."
0,0,mrs.
0,0,williams has two grandchildren and two great grandchildren.
0,0,"addie is a member of the monson congregational church, a former member of the united circle, mission circle, and the stella grace phi lathea class."
0,0,"she is also a former member of the north star rebekah lodge, of which she is a past noble grand, and of euclid chapter, order of eastern star."
0,0,she also belonged to the womans club for many years.
0,0,mrs.
0,0,"williams had spent most of her life in monson except for a few years in doverfoxcroft,clinton, and bangor."
0,0,(she died at browns nursing home on sept.
0,0,"4, 1972.)"
0,0,memorable citizens: harry davis - the memory of harry davis will not soon be forgotten to young and old alike.
0,0,"the elderly will always remember him as the spruce gum king, being the manager of the eastern gum co."
0,0,"of monson, also as a frequent contributor to the down east maga zine and the bangor daily news maine street column."
0,0,mr.
0,0,davis was active in the business life of monson and served in many town offices.
0,0,"he was an orchardist, umberman, and saw mill operator."
0,0,the young will always remember him delivering the gettysburg address each year at the memorial day exercises.
1,2,"he was born in elliottsville, the son of harri son and voda (corliss) davis, came to monson after marrying bessie hebberd of brooklyn, n. y. in 1905 and resided on center st."
1,0,"until his death at the age of 89 on april 29, 1969. seth steward - seth wyman steward, jr., was born at monson, maine, may 4, 1844, the son of seth w. and eliza (baker) steward."
1,2,"he married mary coan in 1875. they had ve children: walter (married margaret bigger) ; bertha; maude (married ernest farrar) ; bar history of monson, maine 99 bara (married dr."
0,0,guy dore) ; raphall.
1,0,bertha and raphall never married.
0,0,mr.
0,0,steward served in the union army.
0,0,"he lived at monson, maine, dorchester, mass."
0,0,"and plainville, conn., where he died july 10, 1934. he was buried in monson, maine."
0,0,"he was in his own words, a painter, decorator, and artist in oil."
0,0,he also hung paper and painted car riages.
0,0,mr.
0,0,stewards only formal training was from a mr.
0,0,"cameron, a california artist who spent his summers at kineo."
